"","...1","...2","X","Species","GrowthForm_CTD","Abund_CTD","family_molecules","family_morphology","larval","Abundance_GBR","Abundance_world","Growth_form_typical","Wave_exposure_preference","Growth_form_Wallace","MeanPCcover","ReefArea_Range","Depth_lower","Depth_upper","Oocyte_size_at_maturity","Polyp_fecundity","Polyps_per_area","Colony_maximum_diameter","Corallite_width_maximum","Corallite_width_minimum","Growth_rate","Colony_area","Size_at_maturity","Eggs_per_area","Colony_surface_area","fecundity","Colony_fecundity","coralcover","IndoPacific_fecundity","Genus","GrowthForm"
"148",148,154,154,"Isopora brueggemanni","branching_open","common","Acroporidae","Acroporidae","brooder","uncommon","common","encrusting","broad","corymbose",0.979,195777,30,1,410.762695514988,4.31711433333334,88.0556666666667,431.199819531657,2.5,2.3,0.8,681.7799544204,39.5875423928,380,4.97750000000001,380.14638069789,259176.182105287,200239451.025995,7.61203025804644e+20,"Isopora","Branching"
"149",149,155,155,"Isopora palifera","branching_open","common","Acroporidae","Acroporidae","brooder","uncommon","common","encrusting","broad","corymbose",1.834,208071,20,14.5,482,8.26266833333334,112.515904761905,274.609450593451,3.2,25,36.1534446303105,479.324985414723,33.6147553168,380,4.97750000000001,929.681603272542,445619.620928948,375116601.819892,3.48739003794065e+21,"Isopora","Branching"
"150",150,156,156,"Leptastrea aequalis","encrusting","rare","Fungiidae","Faviidae",NA,NA,"uncommon","encrusting","exposed",NA,0.027,80315,18.3333333333333,10,458.11253968254,11.4811883333333,85.5493333333334,100,4.4,16.5,60.2617417967914,833.621181174657,34.3135752632,380,4.97750000000001,982.208007791109,818789.399614031,5522436.34085992,54241811965092438016,"Leptastrea","Encrusting"
"151",151,157,157,"Leptastrea bewickensis","encrusting","uncommon","Fungiidae","Faviidae",NA,"uncommon","common","massive","broad",NA,0.47,184820,45,33.6666666666667,502.710353535354,12.2075956666667,80.8520000000001,24,6.3,14.1,63.1035257253628,884.234923426077,29.7705942192,380,4.97750000000001,987.008524841337,872747.407383965,96131299.2668208,9.48824118804259e+20,"Leptastrea","Encrusting"
"152",152,158,158,"Leptastrea inaequalis","massive","uncommon","Fungiidae","Faviidae",NA,"uncommon","common","laminar","protected",NA,0.046,201101,70,18,425.749837719298,7.9594,64.6655714285715,163.294605346381,3.7,1.9,37.7252432919001,715.522449254679,40.11567812,380,4.97750000000001,514.699149228572,368278.795885327,9408595.24739098,48425959692681224192,"Leptastrea","Massive"
"153",153,159,159,"Leptastrea pruinosa","encrusting","common","Fungiidae","Faviidae",NA,"common","uncommon","laminar","protected",NA,0.063,220620,107,14,415.478837719298,10.6665583333333,69.5379047619048,191.545765297541,5.1,3.8,38.8228992038859,749.264944088959,30.2375124412,380,4.97750000000001,741.730117520633,555752.375033194,12885684.7953398,95577004975812247552,"Leptastrea","Encrusting"
"154",154,160,160,"Leptastrea purpurea","encrusting","common","Fungiidae","Faviidae","spawner","common","uncommon","encrusting","protected",NA,0.088,246753,60,13,464.204190476191,8.270516,175.081666666667,500,42.5,1.8,8.9,740.829320380389,24.5875473532,380,4.97750000000001,1448.01572547334,1072732.50580253,17999051.7776175,2.6062910017599e+20,"Leptastrea","Encrusting"
"155",155,161,161,"Leptastrea transversa","encrusting","common","Fungiidae","Faviidae",NA,"common","common","laminar","protected",NA,0.108,244098,81,1,431.814173110668,7.27006866666667,55.7345714285714,277.612816836778,30,0.7,22.8088669398843,766.136191506099,31.7607021176,380,4.97750000000001,405.194161392952,310433.911630104,22089745.3634397,8.9506358479228e+19,"Leptastrea","Encrusting"
"156",156,162,162,"Leptoria irregularis","encrusting","uncommon","Merulinidae","Faviidae",NA,"uncommon","uncommon","encrusting","protected",NA,0.01,117269,62,1,476.277686507937,10.0941043333333,46.7033333333333,12,26.8,0.6,43.8175210916943,884.234923426077,37.0451741628,380,4.97750000000001,471.428319381109,416853.383888839,2045346.79291108,9642344011336116224,"Leptoria","Encrusting"
"157",157,163,163,"Leptoria phrygia","massive","common","Merulinidae","Faviidae","spawner","common","uncommon","laminar","protected",NA,0.269,239416,20,1.5,249,5.33566133333334,62.8659047619048,245.153826302766,32.6,1,27.1918605331881,631.16621216898,32.17690775,380,4.97750000000001,335.431177223112,211712.825571293,55019828.7293081,1.84553659212858e+20,"Leptoria","Massive"
"158",158,164,164,"Leptoseris explanata","laminar","common","Agariciidae","Agariciidae","spawner","uncommon","uncommon","encrusting","broad",NA,0.023,225641,10,0.666666666666667,352.503825500743,5.453091,58.277,290.642677966737,2.6,0.9,22.3668814313375,749.26494408896,31.0111695816,380,4.97750000000001,317.789784207,238108.7448959,4704297.62369549,14949777266796926976,"Leptoseris","Laminar"
"159",159,165,165,"Leptoseris gardineri","laminar","uncommon","Agariciidae","Agariciidae",NA,"common","uncommon","massive","broad",NA,0.02,186987,30,3,406.055288175876,7.01224933333333,28.483,100,6.2,0.7,46.7396199198922,892.670547134647,36.1942164476,380,4.97750000000001,199.729897761333,178292.997113756,4090693.58582216,8170338116692006912,"Leptoseris","Laminar"
"160",160,166,166,"Leptoseris hawaiiensis","encrusting","uncommon","Agariciidae","Agariciidae",NA,"common","common","massive","protected",NA,0.043,239434,36.6666666666667,2,371.856868178753,4.69134933333334,35.7169047619047,190.356536731057,3.5,0.7,22.9991849871139,791.443062631809,33.92953577,380,4.97750000000001,167.560477343492,132614.577364781,8794991.20951765,14736929252985935872,"Leptoseris","Encrusting"
"161",161,167,167,"Leptoseris mycetoseroides","laminar","common","Agariciidae","Agariciidae",NA,"common","common","massive","exposed",NA,0.03,245294,30,4.5,417.879232950954,4.69904933333334,86.2612380952382,166.666666666667,0.9,0.7,24.0451976436195,698.65120183754,33.6654679064,380,4.97750000000001,405.345813363938,283195.33966653,6136040.37873325,2.4872182781516e+19,"Leptoseris","Laminar"
"162",162,168,168,"Leptoseris scabra","encrusting","uncommon","Agariciidae","Agariciidae",NA,"uncommon","uncommon","massive","protected",NA,0.021,237739,37.5,1,414.171179875399,4.27565433333334,54.1275714285714,191.750345597379,0.8,0.8,26.0001778209707,749.26494408896,33.572084262,380,4.97750000000001,231.430785331381,173402.974431781,4295228.26511327,9940480505727092736,"Leptoseris","Encrusting"
"163",163,169,169,"Leptoseris yabei","laminar","uncommon","Agariciidae","Agariciidae",NA,"common","uncommon","digitate","broad",NA,0.035,210873,35,1,359.410096765979,5.88502333333333,37.1369047619047,15,1.3,0.6,35.0809036626984,842.056804883228,37.682776604,380,4.97750000000001,218.551551051587,184032.820780773,7158713.77518879,15645479991018719232,"Leptoseris","Laminar"
"164",164,170,170,"Lithophyllon undulatum","encrusting","uncommon","Fungiidae","Fungiidae",NA,NA,"common","laminar","broad",NA,0.027,109712,40,1,390.247833333333,7.28886933333333,57.7593333333334,100,0.1,0.6,40.0991098098634,842.056804883228,36.8318188888,380,4.97750000000001,421.000233447111,354506.111431568,5522436.34085992,23249469886988353536,"Lithophyllon","Encrusting"
"165",165,171,171,"Lobophyllia diminuta","massive","uncommon","Lobophyllidae","Mussidae",NA,"common","common","laminar","exposed",NA,0.02,192284,21,1,392.455641846434,5.08570266666667,66.3900000000001,161.480249175327,1.2,2.29221881698221,41.1216648922986,664.90870700326,40.5238422176,380,4.97750000000001,337.639800040001,224499.642877436,4090693.58582216,13811809643419086848,"Lobophyllia","Massive"
"166",166,172,172,"Lobophyllia hataii","massive","common","Lobophyllidae","Mussidae",NA,"uncommon","common","laminar","broad",NA,0.1,218438,10,2,297.663229225396,6.348056,73.314,87.4901443190465,0.9,0.9,26.9811848251634,740.829320380389,34.8151230052,380,4.97750000000001,465.401377584,344782.986259651,20453467.9291108,95190721505783283712,"Lobophyllia","Massive"
"167",167,173,173,"Lobophyllia hemprichii","massive","common","Lobophyllidae","Mussidae","spawner","uncommon","uncommon","branching_open","protected",NA,0.174,237607,20,2,341,6.64831,81.5099047619048,60,1,0.5,28.4596794969336,707.086825546109,31.2325663904,380,4.97750000000001,541.903114927619,383172.553287719,35589034.1966528,1.92858084884317e+20,"Lobophyllia","Massive"
"168",168,174,174,"Lobophyllia pachysepta","massive","uncommon","Lobophyllidae","Mussidae","spawner","common","rare","branching_closed","protected",NA,0.037,189077,30,0,361.868887382226,5.33317933333333,52.4373333333334,100,1,0.8,33.4184469732954,833.621181174658,39.077953116,380,4.97750000000001,279.657702428445,233128.584222991,7567783.133771,21163888436671352832,"Lobophyllia","Massive"
"169",169,175,175,"Madracis kirbyi","digitate","uncommon","Pocilloporidae","Astrocoeniidae",NA,"uncommon","rare","columnar","exposed",NA,0.03,183630,20,1,395.87677020202,6.09054666666666,84.0080000000001,20,0.7,0.6,44.8310471114506,715.522449254679,34.2709042084,380,4.97750000000001,511.654644373333,366100.384314539,6136040.37873325,31395335578411728896,"Madracis","Digitate"
"170",170,176,176,"Merulina ampliata","laminar","common","Merulinidae","Merulinidae","spawner","common","uncommon","encrusting_long_uprights","protected",NA,0.138,236149,20,23,387.666666666667,5.460551,137.544666666667,244.638683054455,0.8,0.4,7.4,597.4237173347,22.2294830312,380,4.97750000000001,751.069667111335,448706.83250299,28225785.7421729,2.11995315013297e+20,"Merulina","Laminar"
"171",171,177,177,"Merulina scabricula","laminar","common","Merulinidae","Merulinidae",NA,"common","uncommon","digitate","broad",NA,0.278,205282,20,1,385.419817498687,4.887926,67.3449047619048,163.728122832177,1.5,0.5,28.2265329136744,631.16621216898,40.438500108,380,4.97750000000001,329.176910953238,207765.344019841,56860640.8429281,1.87172101074966e+20,"Merulina","Laminar"
"172",172,178,178,"Montipora aequituberculata","laminar","common","Acroporidae","Acroporidae","spawner","common","uncommon","massive","broad",NA,0.173,240867,45,2,441,7.23612233333333,60.8845714285714,230.05710789958,1.4,0.6,25.0809421539296,783.007438923239,30.3816086752,380,4.97750000000001,440.568207069714,344968.18348866,35384499.5173617,1.55892855104232e+20,"Montipora","Laminar"
"173",173,179,179,"Montipora altasepta","branching_open","uncommon","Acroporidae","Acroporidae","spawner",NA,"uncommon","encrusting_long_uprights","protected",NA,1.36,136360,30,1,454.109040849673,5.75074833333333,65.9286666666667,195.588470293566,0.6,2.1,45.7939614521953,740.829320380389,34.1936036336,380,4.97750000000001,379.139169952222,280877.41360529,278167163.835907,1.0546406760471e+21,"Montipora","Branching"
"174",174,180,180,"Montipora angulata","branching_closed","rare","Acroporidae","Acroporidae",NA,"common","uncommon","encrusting_long_uprights","broad",NA,0.165,191685,20,0,365.932502754045,5.15765266666667,80.7626666666667,158.975891642098,0.9,0.8,29.247745004235,622.73058846041,40.0303360104,380,4.97750000000001,416.545783100445,259395.800630842,33748222.0830329,1.40576795958247e+20,"Montipora","Branching"
"175",175,181,181,"Montipora australiensis","columnar","rare","Acroporidae","Acroporidae",NA,"uncommon","uncommon","digitate","broad",NA,0.257,180964,20,2,371.064738095238,6.70692266666666,75.7386666666667,116.448099961618,1.2,0.4,48.5184931175197,715.522449254679,33.3772754384,380,4.97750000000001,507.973380209778,363466.357163878,52565412.5778148,2.67018303092742e+20,"Montipora","Other"
"176",176,182,182,"Montipora cactus","encrusting_long_uprights","uncommon","Acroporidae","Acroporidae","spawner",NA,"uncommon","laminar","broad",NA,1.81,74622,50,0,383.571476632563,8.22556166666666,59.664,238.102521122747,0.8,0.9,35.9618759037492,698.65120183754,35.1379449932,380,4.97750000000001,490.76991128,342876.988341475,370207769.516906,1.81686834200979e+21,"Montipora","Other"
"177",177,183,183,"Montipora calcarea","digitate","uncommon","Acroporidae","Acroporidae",NA,NA,"common","laminar","broad",NA,0.03,92531,15,1,388.434675842132,6.32290766666667,89.9236666666667,213.655221739945,0.9,0.5,41.8467603295195,639.60183587755,32.5850718476,380,4.97750000000001,568.579041381445,363664.19870907,6136040.37873325,34888239564179902464,"Montipora","Digitate"
"178",178,184,184,"Montipora caliculata","massive","uncommon","Acroporidae","Acroporidae",NA,"uncommon","uncommon","laminar","exposed",NA,0.161,190326,5,2,304.085858855025,6.01552266666666,74.8623333333334,97.1648835945857,0.9,0.8,40.4768074494859,740.829320380389,38.6271179636,380,4.97750000000001,450.336063046222,333622.159529313,32930083.3658684,1.48296040987691e+20,"Montipora","Massive"
"179",179,185,185,"Montipora capitata","encrusting_long_uprights","uncommon","Acroporidae","Acroporidae","spawner","uncommon","common","branching_open","broad",NA,0.124,133837,20,1,381.689652576445,6.228601,112,404.022254635757,2.9,1,1.27,631.16621216898,36.0822863528,380,4.97750000000001,697.603312,440303.640031575,25362300.2320974,1.76928246418495e+20,"Montipora","Other"
"180",180,186,186,"Montipora confusa","encrusting_long_uprights","uncommon","Acroporidae","Acroporidae",NA,"uncommon","uncommon","massive","exposed",NA,0.204,110455,20,0,478.952921568628,8.17207666666666,76.188,100,1.2,1.2,55.0104129961378,740.829320380389,32.9691113408,380,4.97750000000001,622.61417708,461250.837665371,41725074.5753861,2.59786229703556e+20,"Montipora","Other"
"181",181,187,187,"Montipora corbettensis","digitate","uncommon","Acroporidae","Acroporidae",NA,"common","uncommon","laminar","broad",NA,0.054,155975,35,1,391.874981599536,6.15744266666666,57.8096666666667,128.781313195109,0.5,0.6,38.83073147653,774.571815214669,38.8565563072,380,4.97750000000001,355.959708079111,275716.357230121,11044872.6817198,39315296555559280640,"Montipora","Digitate"
"182",182,188,188,"Montipora crassituberculata","laminar","uncommon","Acroporidae","Acroporidae","spawner","common","uncommon","submassive","exposed",NA,0.157,195428,41,3,376.772698901951,5.92757266666667,32.9116666666666,151.977535601051,1.4,0.7,30.7743654481049,816.749933757518,37.6908181388,380,4.97750000000001,195.086295747777,159336.719128997,32111944.648704,62646003307733131264,"Montipora","Laminar"
"183",183,189,189,"Montipora danae","laminar","common","Acroporidae","Acroporidae","spawner","common","common","laminar","protected",NA,0.093,223473,25,0,382.512485736204,7.894961,64.3565714285715,219.781702111771,0.6,4.5,22.224138424906,707.08682554611,29.173199452,380,4.97750000000001,508.092621522286,359265.598835595,19021725.1740731,96647982095712616448,"Montipora","Laminar"
"184",184,190,190,"Montipora delicatula","laminar","uncommon","Acroporidae","Acroporidae",NA,NA,"uncommon","massive","broad",NA,0.584,69375,20,1,454.799254901961,6.71775,71.8166666666667,171.332587371487,1.1,0.7,49.256556747305,681.7799544204,38.2269954008,380,4.97750000000001,482.4464125,328922.293124536,119448252.706007,5.76273809974065e+20,"Montipora","Laminar"
"185",185,191,191,"Montipora digitata","branching_open","common","Acroporidae","Acroporidae","spawner","uncommon","common","massive","exposed",NA,0.611,226343,15,1,507,9.195695,73.9446666666667,191.11194267603,1.4,0.8,127.5,783.007438923239,26.2467917288,380,4.97750000000001,679.972601543334,532423.605272418,124970689.046867,8.49766445478612e+20,"Montipora","Branching"
"186",186,192,192,"Montipora efflorescens","massive","uncommon","Acroporidae","Acroporidae","spawner","common","common","branching_open","broad",NA,0.174,240476,30,2,385.448920848306,4.79677933333334,29.1639047619047,166.118600230719,1.3,0.7,19.6013066226959,791.443062631809,34.6017677312,380,4.97750000000001,139.892815641206,110717.198451263,35589034.1966528,49786501997209264128,"Montipora","Massive"
"187",187,193,193,"Montipora florida","laminar","uncommon","Acroporidae","Acroporidae",NA,NA,"common","encrusting_long_uprights","protected",NA,0.211,69399,20,1,432.190861111111,7.193396,91.0006666666667,139.213702208752,0.7,0.5,44.4951520787709,656.47308329469,35.6741222552,380,4.97750000000001,654.603831597334,429729.79566522,43156817.3304238,2.82506179840416e+20,"Montipora","Laminar"
"188",188,194,194,"Montipora floweri","submassive","uncommon","Acroporidae","Acroporidae",NA,"common","uncommon","laminar","protected",NA,0.137,219963,40,1.5,327.500970102973,5.12092266666667,45.3239047619047,144.239882681587,0.9,0.9,25.438222046786,799.878686340378,35.8528480092,380,4.97750000000001,232.100211237079,185652.012063639,28021251.0628818,65037382908220907520,"Montipora","Other"
"189",189,195,195,"Montipora foliosa","laminar","common","Acroporidae","Acroporidae","spawner","common","common","encrusting","broad",NA,0.933,237787,30,0,389,5.73884433333334,39.5655714285714,300.030781135017,8,0.7,59.725,867.363676008937,27.276475198,380,4.97750000000001,227.060655387952,196944.164734293,190830855.778604,4.33301791813336e+20,"Montipora","Laminar"
"190",190,196,196,"Montipora foveolata","massive","uncommon","Acroporidae","Acroporidae","spawner","common","uncommon","encrusting","exposed",NA,0.132,205723,15,7,293.338867180578,5.948646,57.9946666666667,101.216027600646,1.1,0.6,37.1785047069751,816.749933757518,37.3679961508,380,4.97750000000001,344.989741888,281770.348834047,26998577.6664263,93142323404835323904,"Montipora","Massive"
"191",191,197,197,"Montipora grisea","massive","common","Acroporidae","Acroporidae","spawner","uncommon","common","massive","exposed",NA,0.668,201174,15,10,344.712078853962,5.937876,70.4730000000001,129.89394752597,1.3,0.6,38.1575547239819,648.03745958612,38.3203790452,380,4.97750000000001,418.459935348001,271177.71344149,136629165.76646,5.71738318732842e+20,"Montipora","Massive"
"192",192,198,198,"Montipora hirsuta","branching_open","common","Acroporidae","Acroporidae",NA,NA,"uncommon","digitate","exposed",NA,0.168,71419,50,1,451.71006442577,8.357859,60.2683333333334,184.805543035871,0.9,0.8,47.8129951203209,749.264944088959,35.1299034584,380,4.97750000000001,503.714232165001,377415.415999922,34361826.1209062,1.73085408602795e+20,"Montipora","Branching"
"193",193,199,199,"Montipora hispida","encrusting_long_uprights","common","Acroporidae","Acroporidae","spawner","uncommon","common","encrusting","exposed",NA,0.349,216088,47.5,1,399.665937005523,7.19032,50.4302380952381,166.330066715999,0.7,0.8,27.2624238257893,757.700567797529,36.5677510252,380,4.97750000000001,362.609549580952,274749.461606294,71382603.0725968,2.58840135480702e+20,"Montipora","Other"
"194",194,200,200,"Montipora hodgsoni","laminar","uncommon","Acroporidae","Acroporidae",NA,NA,"common","encrusting","protected",NA,0.241,89985,40,1,464.250615707822,6.073845,47.224,215.989194592044,1.2,1.2,44.1461571931399,816.749933757518,34.7297808956,380,4.97750000000001,286.83125628,234269.409566276,49292857.7091571,1.41387323023488e+20,"Montipora","Laminar"
"195",195,201,201,"Montipora hoffmeisteri","encrusting","common","Acroporidae","Acroporidae","spawner","common","common","laminar","exposed",NA,0.151,191778,30,0,366.516284344459,4.26913433333334,57.1923333333334,183.071608369815,0.9,0.8,28.522244295785,757.700567797529,40.3877875184,380,4.97750000000001,244.161753836778,185001.499516568,30884736.5729573,75408714484401340416,"Montipora","Encrusting"
"196",196,202,202,"Montipora incrassata","encrusting","uncommon","Acroporidae","Acroporidae",NA,"common","uncommon","massive","broad",NA,0.017,179338,30,1,339.218744027496,5.81748933333333,60.766,132.157900257578,0.9,0.5,41.1029127463713,723.958072963249,37.7415307284,380,4.97750000000001,353.505556829333,255923.201703964,3477089.54794884,12291704767931084800,"Montipora","Encrusting"
"197",197,203,203,"Montipora informis","massive","common","Acroporidae","Acroporidae","spawner","uncommon","uncommon","submassive","broad",NA,0.45,237515,15,0.5,368.176697142989,7.939861,82.421,250.471052046458,1,7.5,27.2447010020201,631.16621216898,29.3945962608,380,4.97750000000001,654.411283481,413042.290995343,92040605.6809987,6.0232410896071e+20,"Montipora","Massive"
"198",198,204,204,"Montipora malampaya","digitate","uncommon","Acroporidae","Acroporidae","spawner",NA,"uncommon","branching_open","protected",NA,1.488,71399,22.5,0,415.100588235294,8.41072433333333,80.2626666666667,188.126885639322,1,3.8,47.3671177958577,648.03745958612,34.0575489344,380,4.97750000000001,675.067163591556,437468.809743879,304347602.785169,2.05455072958074e+21,"Montipora","Digitate"
"199",199,205,205,"Montipora meandrina","encrusting","common","Acroporidae","Acroporidae",NA,NA,"common","encrusting","exposed",NA,0.025,71341,30,0.75,491.0625,9.99595499999999,53.8156666666667,50,1.2,3.8,53.67673447653,884.234923426077,33.5906307124,380,4.97750000000001,537.938982295,475664.434817521,5113366.98227771,27506794305473265664,"Montipora","Encrusting"
"200",200,206,206,"Montipora millepora","encrusting","common","Acroporidae","Acroporidae",NA,"uncommon","common","encrusting","broad",NA,0.038,225240,20,0,371.275040091707,7.912121,73.6019047619048,379.951347068416,1.8,12.8,15.8831735296261,656.47308329469,30.6963891284,380,4.97750000000001,582.347176306667,382295.246377994,7772317.81306211,45261873317947293696,"Montipora","Encrusting"
"201",201,207,207,"Montipora monasteriata","laminar","common","Acroporidae","Acroporidae","spawner","uncommon","common","digitate","protected",NA,0.783,228983,32.5,2,392.789069865955,7.34738266666667,34.0302380952381,162.167974383225,1.4,7,28.6562510392951,833.621181174658,36.5677510252,380,4.97750000000001,250.033181523492,208432.956114471,160150653.884938,4.00429775139186e+20,"Montipora","Laminar"
"202",202,208,208,"Montipora nodosa","massive","uncommon","Acroporidae","Acroporidae",NA,"uncommon","common","massive","broad",NA,0.227,206726,30,1,371.451569069538,6.53972433333334,60.7969047619048,220.540177226833,0.7,5,21.9218219894607,690.21557812897,35.4527254464,380,4.97750000000001,397.594997462778,274426.261034958,46429372.1990816,1.84600861216922e+20,"Montipora","Massive"
"203",203,209,209,"Montipora peltiformis","submassive","uncommon","Acroporidae","Acroporidae","spawner","uncommon","common","massive","broad",NA,0.334,210399,30,1,349.413052940805,6.765311,41.4339047619047,310.468115101824,10,6.1,16.4923018098848,766.136191506099,36.5677510252,380,4.97750000000001,280.313251658666,214758.127054461,68314582.8832301,1.91494828637037e+20,"Montipora","Other"
"204",204,210,210,"Montipora samarensis","branching_open","uncommon","Acroporidae","Acroporidae","spawner","common","uncommon","laminar","exposed",NA,0.148,129905,30,1,379.303702329252,7.12382933333333,42.5273333333333,266.714489183058,7.2,2.2,29.703556169532,766.136191506099,37.8695438928,380,4.97750000000001,302.957464668444,232106.678169425,30271132.535084,9.1708655654715e+19,"Montipora","Branching"
"205",205,211,211,"Montipora spongodes","encrusting","common","Acroporidae","Acroporidae",NA,"common","uncommon","massive","broad",NA,0.243,207121,37.5,3,368.737991248212,7.80242933333333,26.4135714285714,113.963910952628,7.2,2.4,36.3491738213717,884.234923426077,37.1385578072,380,4.97750000000001,206.090024512381,182231.997043583,49701927.0677393,1.0243071367703e+20,"Montipora","Encrusting"
"206",206,212,212,"Montipora spumosa","encrusting","common","Acroporidae","Acroporidae","spawner","common","uncommon","laminar","exposed",NA,0.279,231970,15,1,338.607017382137,5.78155133333334,64.6156666666667,317.03542754961,17.4,1.9,23.5492703226671,631.16621216898,31.675360008,380,4.97750000000001,373.57879377089,235790.312211029,57065175.5222192,2.13183394379148e+20,"Montipora","Encrusting"
"207",207,213,213,"Montipora stellata","digitate","common","Acroporidae","Acroporidae","spawner","common","uncommon","digitate","broad",NA,0.361,173520,45,2,351.219381845923,8.92426699999999,35.4826666666666,215.375881411694,11.6,1,41.6027403102883,833.621181174658,37.6401055492,380,4.97750000000001,316.656791205332,263971.808311566,73837019.22409,2.33809935796668e+20,"Montipora","Digitate"
"208",208,214,214,"Montipora tuberculosa","massive","common","Acroporidae","Acroporidae","spawner","uncommon","common","laminar","protected",NA,1.225,244079,30,3,371.5,6.47626133333333,49.3529047619047,216.698485759177,7.5,1.7,27.9254149763435,791.443062631809,31.5819763636,380,4.97750000000001,319.622308797206,252962.85895991,250554982.131608,8.00829618695473e+20,"Montipora","Massive"
"209",209,215,215,"Montipora turgescens","massive","common","Acroporidae","Acroporidae","spawner","uncommon","uncommon","laminar","protected",NA,0.169,237810,40,3,367.815559027937,7.076253,29.4039047619047,140.441809552855,8.8,1.9,35.0546824371057,808.314310048949,33.641343302,380,4.97750000000001,208.069469283142,168185.529505854,34566360.8001973,71922043467466571776,"Montipora","Massive"
"210",210,216,216,"Montipora undata","laminar","uncommon","Acroporidae","Acroporidae",NA,"uncommon","common","laminar","protected",NA,0.084,207589,40,4,360.863230771398,6.006731,63.287,318.141928786279,4.8,2.3,2.43239285714286,732.393696671819,33.9214942352,380,4.97750000000001,380.147984797,278417.987867817,17180913.0604531,6.5312894769037e+19,"Montipora","Laminar"
"211",211,217,217,"Montipora venosa","massive","uncommon","Acroporidae","Acroporidae","spawner","common","uncommon","massive","exposed",NA,0.15,241900,30,22.5,372.358454935415,8.04268433333333,72.1652380952382,249.364341588363,4.6,2.9,16.8053666246712,707.08682554611,28.314200202,380,4.97750000000001,580.402229839842,410394.770237338,30680201.8936662,1.78068575910204e+20,"Montipora","Massive"
"212",212,218,218,"Montipora verrucosa","laminar","uncommon","Acroporidae","Acroporidae","spawner","common","uncommon","massive","broad",NA,0.096,244963,20,3,403.391601803144,6.138891,153.199333333333,425.938127245348,3.1,1.9,2,656.47308329469,28.6796932448,380,4.97750000000001,940.474008605998,617395.872188096,19635329.2119464,1.84665167742577e+20,"Montipora","Laminar"
"213",213,219,219,"Montipora vietnamensis","digitate","uncommon","Acroporidae","Acroporidae",NA,NA,"common","laminar","protected",NA,0.256,76237,56,2,434.271606036484,10.0228816666667,53.026,219.455635298279,1.4,4.7,39.3354467477618,816.749933757518,38.541775854,380,4.97750000000001,531.473323256668,434080.801563772,52360877.8985237,2.7828409785365e+20,"Montipora","Digitate"
"214",214,220,220,"Mycedium elephantotus","laminar","common","Merulinidae","Pectiniidae","spawner","common","common","laminar","protected",NA,0.121,235384,20,2,500,7.941265,81.0702380952382,150,3.4,5.2,42.2522138575072,707.086825546109,34.1509325788,380,4.97750000000001,643.800244327382,455222.671047258,24748696.1942241,1.59332166566256e+20,"Mycedium","Laminar"
"215",215,221,221,"Mycedium mancaoi","laminar","uncommon","Merulinidae","Pectiniidae",NA,"common","common","laminar","broad",NA,0.11,168305,28.304512827032,5.36064234550208,364.894203548086,8.493551,45.9936666666667,270.129861422654,3.5,27.5,45.4885596356103,808.314310048949,34.3642878528,380,4.97750000000001,390.649553510334,315767.624316635,22498814.7220219,87891519256695848960,"Mycedium","Laminar"
"216",216,222,222,"Mycedium robokaki","laminar","common","Merulinidae","Pectiniidae",NA,NA,"common","laminar","broad",NA,0.197,85149,29.0512007727623,5.00110830588221,353.183394024276,8.367931,45.1926666666667,246.97171697821,3,30,42.9956426245809,808.314310048949,37.1973119316,380,4.97750000000001,378.169116372667,305679.508382593,40293331.8203483,1.52376936902118e+20,"Mycedium","Laminar"
"217",217,223,223,"Oulophyllia bennettae","massive","uncommon","Merulinidae","Faviidae","spawner","common","uncommon","submassive","broad",NA,0.1,194291,12.3333333333333,32.3333333333333,386.508226551227,7.90435433333333,98.5866666666667,177.263477997183,4.1,5.8,44.9548779046452,656.47308329469,35.7594643648,380,4.97750000000001,779.263945875556,511565.805249312,20453467.9291108,1.5938650125278e+20,"Oulophyllia","Massive"
"218",218,224,224,"Oulophyllia crispa","massive","uncommon","Merulinidae","Faviidae","spawner","uncommon","common","digitate","protected",NA,0.102,226214,22.5,1.33333333333333,516.004837662338,10.398645,49.0859047619048,30,3.3,8.1,71,926.413041968926,31.8806737472,380,4.97750000000001,510.426898122858,472866.13539276,20862537.287693,1.06488001947296e+20,"Oulophyllia","Massive"
"219",219,225,225,"Oxypora glabra","laminar","common","Lobophyllidae","Pectiniidae","spawner","uncommon","common","columnar","exposed",NA,0.114,156508,44,2,357.35254254442,7.79379133333333,46.7156666666667,203.177046375385,9.3,4.7,38.7544849699522,808.314310048948,37.1039282872,380,4.97750000000001,364.092157997556,294300.901486027,23316953.4391863,84895198956018745344,"Oxypora","Laminar"
"220",220,226,226,"Oxypora lacera","laminar","common","Lobophyllidae","Pectiniidae","spawner","common","common","digitate","broad",NA,0.117,232046,55,6,402.374688572947,8.582007,20.8672380952381,153.845737076182,9.3,1.6,37.3701676246391,799.878686340379,35.2579166228,380,4.97750000000001,179.082783404,143244.50153537,23930557.4770597,42855508414012547072,"Oxypora","Laminar"
"221",221,227,227,"Pachyseris rugosa","laminar","common","Pachyseridae","Agariciidae","spawner","uncommon","common","laminar","broad",NA,0.218,219702,50,6,312.5,10.8438603333333,30.0015714285714,150,30,3.3,44.9654003790742,875.799299717507,32.1101120908,380,4.97750000000001,325.332850351951,284926.282513339,44588560.0854616,1.45061233456925e+20,"Pachyseris","Laminar"
