"","Species","GrowthForm_CTD","Abund_CTD","family_molecules","family_morphology","larval","MeanPCcover","Growth_rate","Colony_fecundity","Colony_area","Polyps_per_area","Polyp_fecundity","Eggs_per_area","Colony_maximum_diameter","Corallite_width_minimum","Corallite_width_maximum"
"800","Madracis myriaster",NA,NA,NA,NA,NA,NA,29.3186162148337,18931.1789966934,335.322821622282,47.3886608333333,15.9941832857143,2211.0925,158.818866666667,1.5,1.7
"801","Oculina profunda",NA,NA,NA,NA,NA,NA,15.5094843203545,26369.7957610823,148.314764732362,26.259092,44.3870777142857,1972.4508,651.139716666667,2,3.7
"802","Oculina robusta",NA,NA,NA,NA,NA,NA,17.1158219797596,12227.4379339144,164.092990725254,31.7876885,76.5972501142858,1757.6835,197.448975,2.9,3.7
"803","Pavona chiriquiensis",NA,NA,NA,NA,NA,NA,34.5527467923594,41009.6052952227,422.345449387229,95.8927368333333,12.3044632857143,2604.1977,355.1669,0.8,1.4
"804","Plerogyra multilobata",NA,NA,NA,NA,NA,NA,2.72117373760228,8380.19681832073,159.653559529775,4.40163333333333,1507.98581088571,598.392,100,14,21
"805","Polycyathus fulvus",NA,NA,NA,NA,NA,NA,5.16153541352059,7314.78856477922,146.015553161336,12.5865333333333,1764.96724,784.03,10.3196104497354,62.01725,74.4
"806","Polycyathus furanaensis",NA,NA,NA,NA,NA,NA,7.16457155446392,7790.49031122696,145.036818365847,9.14384833333332,1730.6036,705.995,68.2795083333333,63.3939999999999,311.7
"807","Pseudosiderastrea formosa",NA,NA,NA,NA,NA,NA,10.6235718169312,26811.959806197,148.862371843373,16.2996585,288.474055314286,1269.4825,498.907483333334,2.8,3.7
"808","Dichocoenia stellaris",NA,NA,NA,NA,NA,NA,4.98055755707471,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,30,83.686,98.90875
"809","Helioseris cucullata",NA,NA,NA,NA,NA,NA,5.17567732359372,7314.78856477922,147.097534867426,12.5865333333333,1764.96724,772.552,24,97.1409999999999,201.563666666667
"810","Colpophyllia breviserialis",NA,NA,NA,NA,NA,NA,4.89561555820549,7626.81832617008,162.832314195798,9.77115499999999,1730.6036,592.468,50,57.581,64.2136111111111
"811","Acropora khayranensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"812","Acropora paragemmifera",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"813","Acropora sirikitiae",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"814","Enigmopora darveliensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"815","Anthemiphyllia dentata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"816","Anthemiphyllia frustum",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"817","Anthemiphyllia macrolobata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"818","Anthemiphyllia multidentata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"819","Anthemiphyllia pacifica",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"820","Anthemiphyllia spinifera",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"821","Madracis auretenra",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"822","Madracis brueggemanni",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"823","Madracis hellana",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"824","Madracis kauaiensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"825","Madracis profunda",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"826","Stylocoeniella muscosus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"827","Anomocora carinata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"828","Anomocora fecunda",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"829","Anomocora gigas",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"830","Anomocora marchadi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"831","Anomocora prolifera",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"832","Aulocyathus atlanticus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"833","Aulocyathus juvenescens",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"834","Aulocyathus matricidus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"835","Aulocyathus recidivus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"836","Bathycyathus chilensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"837","Bourneotrochus stellulatus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"838","Caryophyllia abrupta",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"839","Caryophyllia abyssorum",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"840","Caryophyllia alaskensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"841","Caryophyllia alberti",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"842","Caryophyllia antarctica",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"843","Caryophyllia antillarum",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"844","Caryophyllia arnoldi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"845","Caryophyllia atlantica",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"846","Caryophyllia barbadensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"847","Caryophyllia berteriana",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"848","Caryophyllia calveri",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"849","Caryophyllia cincticulatus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"850","Caryophyllia cornulum",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"851","Caryophyllia corrugata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"852","Caryophyllia crosnieri",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"853","Caryophyllia cyathus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"854","Caryophyllia decamera",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"855","Caryophyllia dentata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"856","Caryophyllia diomedeae",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"857","Caryophyllia eltaninae",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"858","Caryophyllia ephyala",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"859","Caryophyllia foresti",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"860","Caryophyllia grandis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"861","Caryophyllia grayi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"862","Caryophyllia hawaiiensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"863","Caryophyllia horologium",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"864","Caryophyllia inornata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"865","Caryophyllia japonica",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"866","Caryophyllia jogashimaensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"867","Caryophyllia karubarica",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"868","Caryophyllia lamellifera",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"869","Caryophyllia mabahithi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"870","Caryophyllia marmorea",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"871","Caryophyllia octonaria",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"872","Caryophyllia octopali",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"873","Caryophyllia paradoxus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"874","Caryophyllia paucipalata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"875","Caryophyllia perculta",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"876","Caryophyllia planilamellata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"877","Caryophyllia polygona",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"878","Caryophyllia profunda",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"879","Caryophyllia quadragenaria",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"880","Caryophyllia quangdongensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"881","Caryophyllia ralphae",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"882","Caryophyllia rugosa",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"883","Caryophyllia sarsiae",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"884","Caryophyllia scobinosa",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"885","Caryophyllia secta",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"886","Caryophyllia seguenzae",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"887","Caryophyllia sewelli",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"888","Caryophyllia smithii",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"889","Caryophyllia solida",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"890","Caryophyllia spinicarens",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"891","Caryophyllia spinigera",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"892","Caryophyllia squiresi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"893","Caryophyllia stellula",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"894","Caryophyllia transversalis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"895","Caryophyllia unicristata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"896","Caryophyllia valdiviae",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"897","Caryophyllia versicolorata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"898","Caryophyllia zanzibarensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"899","Caryophyllia zopyros",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"900","Ceratotrochus franciscana",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"901","Ceratotrochus magnaghii",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"902","Coenocyathus anthophyllites",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"903","Coenocyathus bowersi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"904","Coenocyathus cylindricus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"905","Coenocyathus goreaui",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"906","Coenosmilia arbuscula",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"907","Coenosmilia inordinata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"908","Colangia immersa",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"909","Colangia moseleyi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"910","Concentrotheca laevigata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"911","Concentrotheca vaughani",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"912","Confluphyllia juncta",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"913","Conotrochus asymmetros",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"914","Conotrochus brunneus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"915","Conotrochus funicolumna",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"916","Crispatotrochus cornu",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"917","Crispatotrochus curvatus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"918","Crispatotrochus foxi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"919","Crispatotrochus galapagensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"920","Crispatotrochus inornatus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"921","Crispatotrochus irregularis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"922","Crispatotrochus niinoi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"923","Crispatotrochus rubescens",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"924","Crispatotrochus rugosus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"925","Crispatotrochus squiresi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"926","Crispatotrochus woodsi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"927","Dactylotrochus cervicornis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"928","Dasmosmilia lymani",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"929","Dasmosmilia valida",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"930","Dasmosmilia variegata",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"931","Deltocyathus agassizi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"932","Deltocyathus andamanicus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"933","Deltocyathus calcar",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"934","Deltocyathus cameratus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"935","Deltocyathus corrugatus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"936","Deltocyathus crassiseptum",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"937","Deltocyathus eccentricus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"938","Deltocyathus halianthus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"939","Deltocyathus heteroclitus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"940","Deltocyathus inusitatus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"941","Deltocyathus italicus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"942","Deltocyathus magnificus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"943","Deltocyathus moseleyi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"944","Deltocyathus murrayi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"945","Deltocyathus nascornatus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"946","Deltocyathus ornatus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"947","Deltocyathus parvulus",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"948","Deltocyathus philippinensis",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"949","Deltocyathus pourtalesi",NA,NA,NA,NA,NA,NA,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
